sentiment,lat,lon
0.0,-30.0326226,-51.10455894
0.0,38.01055147,32.52592564
0.0,-22.9388366,-43.2441931
0.0,53.69266328,-2.33378686
0.0,35.86702841,-78.54247087
0.0,24.54084685,46.69829047
-2.0,54.95357254,-6.4802251
0.0,25.64824164,-100.28785933
0.0,38.46799784,27.25108271
0.0,43.3145698,-2.0020934
0.0,33.42215195,-111.93451123
2.0,27.31563887,-80.39111848
0.0,25.59941,56.28162
1.0,38.80657876,-90.3743938
0.0,52.55582336,-1.37755313
0.0,29.3122371,47.87633116
0.0,37.86919491,-81.19445977
0.0,39.18657666,-75.53885111
0.0,51.52679487,46.0392097
-1.0,38.98418244,-0.53240705
0.0,41.08855,29.00139
0.0,7.42243,3.96867
-2.0,45.77110397,4.80616201
0.0,-15.75607381,-47.89405415
0.0,39.7793263,30.5147984
0.0,51.48581303,-0.9599523
0.0,33.870613,-83.41099837
0.0,30.35657081,-87.16814648
0.0,40.421443,-3.7172357
0.0,57.9948815,56.1450023
0.0,-1.45790964,-48.49028332
0.0,35.74248768,-83.99587755
1.0,37.86752162,-122.26060101
0.0,-19.9222073,-43.9139047
0.0,40.22740831,28.97979303
0.0,48.8927719,2.3810795
0.0,42.9542603,47.5560214
0.0,45.5856013,4.7886337
0.0,38.3606199,-0.5007075
0.0,33.9439172,-118.1362472
0.0,-34.8672337,-61.5317457
0.0,40.77123551,-74.19533911
3.0,53.50793642,-6.47116843
0.0,49.41639718,6.12069266
0.0,37.9811251,-1.1166676
1.0,41.4344392,-75.68654847
0.0,36.73965513,-4.4314543
3.0,58.6006776,16.1568775
0.0,41.0179263,39.5790198
0.0,30.26765673,-97.74250979
-3.0,37.67321929,-77.41496196
3.0,36.50727886,-6.27920175
-1.0,10.932045,-74.7673025
0.0,39.9370844,-4.0174082
0.0,-22.93087988,-43.36411375
0.0,34.09790074,-118.33003983
0.0,-33.4438126,-70.5570311
4.0,51.49709048,-0.17915194
3.0,3.47051,102.38508
0.0,48.93082376,2.27627366
0.0,-22.85627171,-43.3772663
0.0,48.90605454,2.30462302
0.0,55.79252637,13.09750146
0.0,16.8795656,42.5474574
0.0,40.39566667,-3.71116667
0.0,37.37219332,-6.00311331
